hcpcs_code,hcpcs_desc,hcpcs_effectivedt,hcpcs_terminationdt
Q5102,"Injection, infliximab, biosimilar, 10 mg                                                                                                              ",2018-04-01 04:00:00,1522555200000.0
Q5103,"Injection, infiximab-dyyb, biosimilar, (inflectra), 10 mg                                                                                             ",2018-04-01 04:00:00,
Q5104,"Injection, infliximab-abda, biosimilar, (renflexis), 10 mg                                                                                            ",2018-04-01 04:00:00,
G9289,Non small cell lung cancer biopsy and cytology specimen report documentsclassification into specific histologic type or classified as nsclc-no        ,2014-01-01 05:00:00,
G9290,Non small cell lung cancer biopsy and cytology specimen report does notdocument classification into specific histologic type or classified as         ,2014-01-01 05:00:00,
G9291,"Specimen site other than anatomic location of lung, is not classified as nonsmall cell lung cancer  or classified as nsclc-nos                        ",2014-01-01 05:00:00,
G9292,"Documentation of medical reason(s) for not reporting pt category and astatement on thickness and ulceration and for pt1, mitotic rate (e.g.,          ",2014-01-01 05:00:00,
G9293,"Pathology report does not include the pt category and a statement on thicknessand ulceration and for pt1, mitotic rate                                ",2014-01-01 05:00:00,
G9294,"Pathology report includes the pt category and a statement on thickness andulceration and for pt1, mitotic rate                                        ",2014-01-01 05:00:00,
G9295,Specimen site other than anatomic cutaneous location                                                                                                  ,2014-01-01 05:00:00,
G9296,Patients with documented shared decision-making including discussion ofconservative (non-surgical) therapy prior to the procedure                     ,2014-01-01 05:00:00,
G9297,"Shared decision-making including discussion of conservative (non-surgical)therapy prior to the procedure not documented, reason not given             ",2014-01-01 05:00:00,
G9298,Patients who are evaluated for venous thromboembolic and cardiovascular riskfactors within 30 days prior to the procedure including history of dvt    ,2014-01-01 05:00:00,
G9299,Patients who are not evaluated for venous thromboembolic and cardiovascularrisk factors within 30 days prior to the procedure including history o     ,2014-01-01 05:00:00,
G9300,"Documentation of medical reason(s) for not completely infusing the prophylacticantibiotic prior to the inflation of the proximal tourniquet (e.g., a  ",2014-01-01 05:00:00,
G9301,Patients who had the prophylactic antibiotic completely infused prior to theinflation of the proximal tourniquet                                      ,2014-01-01 05:00:00,
J7665,"Mannitol, administered through an inhaler, 5 mg                                                                                                       ",2013-01-01 05:00:00,
